54070138180748264431923296583801286988,,https://poshmark.com/listing/Officine-Generale-Bary-Jacket-Medium-665525065280151344752657,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/27/665525065280151344752657/s_665525079a76efbe8173ad1f.jpeg,,
108269720846392484697284224047308796490,Buffalo David Bitton Jacket Men's Medium Flight Bomber Fur Trim Heavyweight,https://poshmark.com/listing/Buffalo-David-Bitton-Jacket-Mens-Medium-Flight-Bomber-Fur-Trim-Heavyweight-65dfc82234d1562c29856e4c,https://di2ponv0v5otw.cloudfront.net/posts/2024/02/28/65dfc82234d1562c29856e4c/s_65dfc823253a8c4ba605594c.jpeg,$55,M
162558272415380696787297990069659054731,ABERCROMBIE & FITCH Arm Stripes Mens Graphic Tracksuit Jacket Size XL Embroidere,https://poshmark.com/listing/ABERCROMBIE-FITCH-Arm-Stripes-Mens-Graphic-Tracksuit-Jacket-Size-XL-Embroidere-664668772068477805fdaba4,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/16/664668772068477805fdaba4/s_6646689a0e5172cfc806d13f.jpg,$48,XL
105248249271605165078400692997503652624,Nike Zion Men's Flight Jacket LARGE Orange,https://poshmark.com/listing/Nike-ZionMens-FlightJacketLARGE-Orange-66276ad18fa207b3140fd74d,https://di2ponv0v5otw.cloudfront.net/posts/2024/04/23/66276ad18fa207b3140fd74d/s_66276ad5b9db3aab4c8c04ad.jpeg,$70,L
107056297729743588218327985673894485696,Prada Art.SGV583 100% Polyester Padding Full Zip Nylon Jacket Black TG 48 B596,https://poshmark.com/listing/Prada-ArtSGV583-100-Polyester-Padding-Full-Zip-Nylon-Jacket-Black-TG-48-B596-6617a0af37521835bc059aad,https://di2ponv0v5otw.cloudfront.net/posts/2024/04/11/6617a0af37521835bc059aad/s_6617a1206af5756706c3cfd2.jpeg,$499,TG 48
221855186832847351864223361269365944518,Disneyland Varsity Jacket 2015 XXL,https://poshmark.com/listing/Disneyland-Varsity-Jacket-2015-XXL-6662402f4fbbfd3e3c4cf0eb,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/06/6662402f4fbbfd3e3c4cf0eb/s_66624030741271757c11ae1a.jpeg,$55,XXL
8763786578823798298698669840842678818,Vtg Colosseum Athletics Maryland Terrapins full zip Bomber / Rain Jacket men's M,https://poshmark.com/listing/Vtg-Colosseum-Athletics-Maryland-Terrapins-full-zip-Bomber-Rain-Jacket-mens-M-65dc2cb017e49c19f9706b30,https://di2ponv0v5otw.cloudfront.net/posts/2024/02/25/65dc2cb017e49c19f9706b30/s_65dc2cc24bc65595ca8c3fdb.jpg,$50,M
250369681378968129493812669343645084458,Mens OKC Adidas Jacket Size XL,https://poshmark.com/listing/Mens-OKC-Adidas-Jacket-Size-XL-66632fdeeba4c4750f8dc62e,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/07/66632fdeeba4c4750f8dc62e/s_66632fdf147b98aac040771e.jpeg,$28,XL
124408716512944844242585126003878652694,Mens Vintage USA Flight Military Bomber Quilted Jacket Fur Collar L Flaw,https://poshmark.com/listing/Mens-Vintage-USA-Flight-Military-Bomber-Quilted-Jacket-Fur-Collar-L-Flaw-6661ecde32b78637955fd35b,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/06/6661ecde32b78637955fd35b/s_6661ece39a76efdb0a8ba51c.jpeg,$55,L
149794598549913310393085734941441644214,Vintage Mens Zip Jumper,https://poshmark.com/listing/Vintage-Mens-Zip-Jumper-6662278813d681d73eb8cd51,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/06/6662278813d681d73eb8cd51/s_66622788693ff763d1bb8808.jpeg,$30,L
95049531482152303822392560687708434425,Mackintosh Leather and Wool Bomber Jacket,https://poshmark.com/listing/Mackintosh-Leather-and-Wool-Bomber-Jacket-65fa7119b142f3ded61c2b64,https://di2ponv0v5otw.cloudfront.net/posts/2024/03/19/65fa7119b142f3ded61c2b64/s_65fa711e81078aac63ff6af6.jpeg,$100,L
112225045262984332555113833931576697074,Vintage Lord & Taylor Men's Shop chocolate brown leather bomber jacket. …,https://poshmark.com/listing/Vintage-Lord-Taylor-Mens-Shop-chocolate-brown-leather-bomber-jacket-647e2ae9acf462fd74b2b74f,https://di2ponv0v5otw.cloudfront.net/posts/2023/06/05/647e2ae9acf462fd74b2b74f/s_647e2ae9acf462fd74b2b750.jpg,$58,46
135078352026281238858997244105231009555,NEW England Patriots Super Bowl LIII 2019 Jacket,https://poshmark.com/listing/NEW-England-Patriots-Super-Bowl-LIII-2019-Jacket-65cef30ae0f2ce8da850ff8a,https://di2ponv0v5otw.cloudfront.net/posts/2024/02/15/65cef30ae0f2ce8da850ff8a/s_65cef30ff644e583f4e6ff58.jpeg,$299,XL
191863346776249920873663825319945609347,Vintage 2000s Brazil National Soccer Team Nike Jacket Embroidered Swoosh Zip Up,https://poshmark.com/listing/Vintage-2000s-Brazil-National-Soccer-Team-Nike-Jacket-Embroidered-Swoosh-Zip-Up-660b02e52fd49a733640620a,https://di2ponv0v5otw.cloudfront.net/posts/2024/04/01/660b02e52fd49a733640620a/s_660b042b7f29dd1ce2cb16d2.jpeg,$64,L
286394037032335462365412090883444535051,Vintage Moose Knuckles Men's Bomber Jacket,https://poshmark.com/listing/Vintage-Moose-Knuckles-Mens-Bomber-Jacket-665c4ce10841b9f8ca8c4e72,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/02/665c4ce10841b9f8ca8c4e72/s_665c4ce3c9af8ce402cd70d1.jpeg,$300,S
324365759600696685094844880189736343867,Shelby Cobra Racing Team Jacket Mens Small (Fits M~L) Wool Blue Custom Marine,https://poshmark.com/listing/Shelby-Cobra-Racing-Team-Jacket-Mens-Small-Fits-ML-Wool-Blue-Custom-Marine-65dd527a91e053e432418337,https://di2ponv0v5otw.cloudfront.net/posts/2024/02/26/65dd527a91e053e432418337/s_65dd530b83cbecd36cca5653.jpg,$500,S
318912179390025642770355349021433543010,Vintage Wilson Men's Brown Leather Bomber Jacket Size XL,https://poshmark.com/listing/Vintage-Wilson-Mens-Brown-Leather-Bomber-Jacket-Size-XL-6650981ca6bb7660ab2573b9,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/24/6650981ca6bb7660ab2573b9/s_6650982974127166219b02dd.jpeg,$75,XL
160491407330980552038599271321830141866,Bomber jacket. Varsity Award Jacket. Size M. Black & white Baseball jacket.,https://poshmark.com/listing/Bomber-jacket-Varsity-Award-Jacket-Size-M-Black-white-Baseball-jacket-664f739acf86b18f5d5f8674,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/23/664f739acf86b18f5d5f8674/s_664fdea4bfd9a6d7bf418cfd.jpg,$55,M
123440086741709816694713845118516190493,Vintage MEMBERS ONLY Reversible Jacket 44,https://poshmark.com/listing/VintageMEMBERS-ONLY-Reversible-Jacket44-664e7349f51a0fbcfcd0d20d,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/22/664e7349f51a0fbcfcd0d20d/s_664e734e6af5751dc1e629ef.jpeg,$100,44
288953153901264342980654435060684707324,Vietnam Veteran Bomber Jacket,https://poshmark.com/listing/Vietnam-VeteranBomber-Jacket-664e88a869ef1afc18c649d8,https://di2ponv0v5otw.cloudfront.net/posts/2024/05/22/664e88a869ef1afc18c649d8/s_664e88adf33f71ce71403f66.jpeg,$35,L
166220111324101717310847989928610068294,Marc New York By Marc Jacobson Black Leather Jacket Size Large (42-44 Inches),https://poshmark.com/listing/MarcNew-York-By-Marc-Jacobson-Black-Leather-Jacket-Size-Large-4244-Inches-665e9e7d0841b9cfccb87462,https://di2ponv0v5otw.cloudfront.net/posts/2024/06/03/665e9e7d0841b9cfccb87462/s_665e9e81693ff747d20fc05b.jpeg,$50,L
189010853053158513305334196560852838613,Cease and Desist suede designer jacket,https://poshmark.com/listing/Cease-and-Desist-suede-designer-jacket-63cd4750678c3a3d7c4803f0,https://di2ponv0v5otw.cloudfront.net/posts/2023/01/22/63cd4750678c3a3d7c4803f0/s_63cd4750678c3a3d7c4803f2.jpg,$150,M
80357258884171798553652981414697933186,Vintage Disney Store Mickey Denim Quilted Varsity Jacket Unisex Oversized Small,https://poshmark.com/listing/Vintage-Disney-Store-Mickey-Denim-Quilted-Varsity-Jacket-Unisex-Oversized-Small-65fc6036382db89fc4e296a0,https://di2ponv0v5otw.cloudfront.net/posts/2024/03/21/65fc6036382db89fc4e296a0/s_65fc60aac5df6ce2656945f7.jpg,$139,S
189923991199804063723319744358520540754,Avirex Varsity Jacket Reversible Flight Academy Mens XL Blue/Beige Vtg Wool Coat,https://poshmark.com/listing/Avirex-Varsity-Jacket-Reversible-Flight-Academy-Mens-XL-BlueBeige-Vtg-Wool-Coat-64a39502fe2504c767779794,https://di2ponv0v5otw.cloudfront.net/posts/2023/07/03/64a39502fe2504c767779794/s_64a39502fe2504c767779796.jpg,$282,XL
181468946040047457116549600890791717028,Vintage Starter Yankees Satin Jacket,https://poshmark.com/listing/Vintage-Starter-Yankees-Satin-Jacket-6287ac6e69141293ce50be11,https://di2ponv0v5otw.cloudfront.net/posts/2022/05/20/6287ac6e69141293ce50be11/s_6287ac6e69141293ce50be12.jpg,$150,4XL
72981146995413088614642340031831086163,PIONEER WEAR Suede Western Bomber Jacket Size S 40 Cinnamon Black,https://poshmark.com/listing/PIONEER-WEAR-Suede-Western-Bomber-Jacket-Size-S-40-Cinnamon-Black-65ebd820a5bb341a7a74f11a,https://di2ponv0v5otw.cloudfront.net/posts/2024/03/08/65ebd820a5bb341a7a74f11a/s_65ebd91804166dad3f7c7e01.jpeg,$175,S
